Country,Date,new_cases
Australia,2020-01-26,4.0
Australia,2020-01-27,1.0
Australia,2020-01-28,0.0
Australia,2020-01-29,1.0
Australia,2020-01-30,3.0
Australia,2020-01-31,0.0
Australia,2020-02-01,3.0
Australia,2020-02-02,0.0
Australia,2020-02-03,0.0
Australia,2020-02-04,1.0
Australia,2020-02-05,0.0
Australia,2020-02-06,1.0
Australia,2020-02-07,1.0
Australia,2020-02-08,0.0
Australia,2020-02-09,0.0
Australia,2020-02-10,0.0
Australia,2020-02-11,0.0
Australia,2020-02-12,0.0
Australia,2020-02-13,0.0
Australia,2020-02-14,0.0
Australia,2020-02-15,0.0
Australia,2020-02-16,0.0
Australia,2020-02-17,0.0
Australia,2020-02-18,0.0
Australia,2020-02-19,0.0
Australia,2020-02-20,0.0
Australia,2020-02-21,0.0
Australia,2020-02-22,0.0
Australia,2020-02-23,0.0
Australia,2020-02-24,0.0
Australia,2020-02-25,0.0
Australia,2020-02-26,0.0
Australia,2020-02-27,0.0
Australia,2020-02-28,0.0
Australia,2020-02-29,10.0
Australia,2020-03-01,2.0
Australia,2020-03-02,3.0
Australia,2020-03-03,9.0
Australia,2020-03-04,13.0
Australia,2020-03-05,3.0
Australia,2020-03-06,5.0
Australia,2020-03-07,3.0
Australia,2020-03-08,13.0
Australia,2020-03-09,15.0
Australia,2020-03-10,16.0
Australia,2020-03-11,21.0
Australia,2020-03-12,0.0
Australia,2020-03-13,72.0
Australia,2020-03-14,50.0
Australia,2020-03-15,47.0
Australia,2020-03-16,80.0
Australia,2020-03-17,75.0
Australia,2020-03-18,116.0
Australia,2020-03-19,113.0
Australia,2020-03-20,110.0
Australia,2020-03-21,280.0
Australia,2020-03-22,478.0
Australia,2020-03-23,133.0
Australia,2020-03-24,362.0
Australia,2020-03-25,320.0
Australia,2020-03-26,446.0
Australia,2020-03-27,333.0
Australia,2020-03-28,497.0
Australia,2020-03-29,344.0
Australia,2020-03-30,377.0
Australia,2020-03-31,198.0
Australia,2020-04-01,303.0
Australia,2020-04-02,254.0
Australia,2020-04-03,214.0
Australia,2020-04-04,220.0
Australia,2020-04-05,137.0
Australia,2020-04-06,110.0
Australia,2020-04-07,98.0
Australia,2020-04-08,115.0
Australia,2020-04-09,98.0
Australia,2020-04-10,107.0
Australia,2020-04-11,88.0
Australia,2020-04-12,12.0
Australia,2020-04-13,36.0
Australia,2020-04-14,64.0
Australia,2020-04-15,25.0
Australia,2020-04-16,22.0
Australia,2020-04-17,60.0
Australia,2020-04-18,46.0
Australia,2020-04-19,42.0
Australia,2020-04-20,13.0
Australia,2020-04-21,22.0
Australia,2020-04-22,7.0
Australia,2020-04-23,10.0
Australia,2020-04-24,15.0
Australia,2020-04-25,17.0
Australia,2020-04-26,20.0
Australia,2020-04-27,7.0
Australia,2020-04-28,23.0
Australia,2020-04-29,8.0
Australia,2020-04-30,14.0
Australia,2020-05-01,12.0
Australia,2020-05-02,21.0
Australia,2020-05-03,23.0
Australia,2020-05-04,25.0
Australia,2020-05-05,28.0
Australia,2020-05-06,19.0
Australia,2020-05-07,19.0
Australia,2020-05-08,5.0
Australia,2020-05-09,21.0
Australia,2020-05-10,9.0
Australia,2020-05-11,22.0
Australia,2020-05-12,10.0
Australia,2020-05-13,9.0
Australia,2020-05-14,30.0
Australia,2020-05-15,16.0
Australia,2020-05-16,9.0
Australia,2020-05-17,10.0
Australia,2020-05-18,14.0
Australia,2020-05-19,4.0
Australia,2020-05-20,9.0
Australia,2020-05-21,14.0
Australia,2020-05-22,4.0
Australia,2020-05-23,15.0
Australia,2020-05-24,0.0
Australia,2020-05-25,12.0
Australia,2020-05-26,13.0
Australia,2020-05-27,11.0
Australia,2020-05-28,15.0
Australia,2020-05-29,19.0
Australia,2020-05-30,8.0
Australia,2020-05-31,10.0
Australia,2020-06-01,19.0
Australia,2020-06-02,8.0
Australia,2020-06-03,11.0
Australia,2020-06-04,7.0
Australia,2020-06-05,5.0
Australia,2020-06-06,7.0
Australia,2020-06-07,6.0
Australia,2020-06-08,2.0
Australia,2020-06-09,7.0
Australia,2020-06-10,11.0
Australia,2020-06-11,4.0
Australia,2020-06-12,5.0
Australia,2020-06-13,26.0
Australia,2020-06-14,15.0
Australia,2020-06-15,12.0
Australia,2020-06-16,23.0
Australia,2020-06-17,21.0
Australia,2020-06-18,18.0
Australia,2020-06-19,2.0
Australia,2020-06-20,50.0
Australia,2020-06-21,13.0
Australia,2020-06-22,18.0
Australia,2020-06-23,29.0
Australia,2020-06-24,37.0
Australia,2020-06-25,37.0
Australia,2020-06-26,6.0
Australia,2020-06-27,85.0
Australia,2020-06-28,78.0
Australia,2020-06-29,70.0
Australia,2020-06-30,86.0
Australia,2020-07-01,81.0
Australia,2020-07-02,65.0
Australia,2020-07-03,194.0
Australia,2020-07-04,183.0
Australia,2020-07-05,140.0
Australia,2020-07-06,172.0
Australia,2020-07-07,131.0
Australia,2020-07-08,170.0
Australia,2020-07-09,318.0
Australia,2020-07-10,179.0
Australia,2020-07-11,244.0
Australia,2020-07-12,183.0
Australia,2020-07-13,271.0
Australia,2020-07-14,236.0
Australia,2020-07-15,323.0
Australia,2020-07-16,423.0
Australia,2020-07-17,208.0
Australia,2020-07-18,361.0
Australia,2020-07-19,267.0
Australia,2020-07-20,359.0
Australia,2020-07-21,466.0
Australia,2020-07-22,408.0
Australia,2020-07-23,293.0
Australia,2020-07-24,355.0
Australia,2020-07-25,453.0
Australia,2020-07-26,532.0
Australia,2020-07-27,368.0
Australia,2020-07-28,279.0
Australia,2020-07-29,716.0
Australia,2020-07-30,605.0
Australia,2020-07-31,377.0
Australia,2020-08-01,615.0
Australia,2020-08-02,423.0
Australia,2020-08-03,412.0
Australia,2020-08-04,715.0
Australia,2020-08-05,445.0
Australia,2020-08-06,382.0
Australia,2020-08-07,426.0
Australia,2020-08-08,386.0
Australia,2020-08-09,313.0
Australia,2020-08-10,316.0
Australia,2020-08-11,414.0
Australia,2020-08-12,231.0
Australia,2020-08-13,384.0
Australia,2020-08-14,293.0
Australia,2020-08-15,252.0
Australia,2020-08-16,271.0
Australia,2020-08-17,215.0
Australia,2020-08-18,216.0
Australia,2020-08-19,247.0
Australia,2020-08-20,171.0
Australia,2020-08-21,195.0
Australia,2020-08-22,209.0
Australia,2020-08-23,104.0
Australia,2020-08-24,138.0
Australia,2020-08-25,151.0
Australia,2020-08-26,118.0
Australia,2020-08-27,126.0
Australia,2020-08-28,99.0
Australia,2020-08-29,123.0
Australia,2020-08-30,76.0
Australia,2020-08-31,73.0
Australia,2020-09-01,104.0
Australia,2020-09-02,126.0
Australia,2020-09-03,87.0
Australia,2020-09-04,71.0
Australia,2020-09-05,71.0
Australia,2020-09-06,43.0
Australia,2020-09-07,52.0
Australia,2020-09-08,92.0
Australia,2020-09-09,59.0
Australia,2020-09-10,40.0
Australia,2020-09-11,43.0
Australia,2020-09-12,44.0
Australia,2020-09-13,41.0
Australia,2020-09-14,47.0
Australia,2020-09-15,39.0
Australia,2020-09-16,35.0
Australia,2020-09-17,48.0
Australia,2020-09-18,24.0
Australia,2020-09-19,13.0
Australia,2020-09-20,14.0
Australia,2020-09-21,30.0
Australia,2020-09-22,30.0
Australia,2020-09-23,8.0
Australia,2020-09-24,20.0
Australia,2020-09-25,16.0
Australia,2020-09-26,24.0
Australia,2020-09-27,4.0
Australia,2020-09-28,11.0
Australia,2020-09-29,23.0
Australia,2020-09-30,18.0
Australia,2020-10-01,13.0
Australia,2020-10-02,12.0
Australia,2020-10-03,14.0
Australia,2020-10-04,13.0
Australia,2020-10-05,25.0
Australia,2020-10-06,8.0
Australia,2020-10-07,25.0
Australia,2020-10-08,20.0
Australia,2020-10-09,18.0
Australia,2020-10-10,19.0
Australia,2020-10-11,22.0
Australia,2020-10-12,25.0
Australia,2020-10-13,27.0
Australia,2020-10-14,20.0
Australia,2020-10-15,14.0
Australia,2020-10-16,7.0
Australia,2020-10-17,12.0
Australia,2020-10-18,9.0
Australia,2020-10-19,6.0
Australia,2020-10-20,38.0
Australia,2020-10-21,15.0
Australia,2020-10-22,18.0
Australia,2020-10-23,19.0
Australia,2020-10-24,18.0
Australia,2020-10-25,12.0
Australia,2020-10-26,14.0
Australia,2020-10-27,14.0
Australia,2020-10-28,12.0
Australia,2020-10-29,14.0
Australia,2020-10-30,6.0
Australia,2020-10-31,10.0
Australia,2020-11-01,6.0
Australia,2020-11-02,9.0
Australia,2020-11-03,12.0
Australia,2020-11-04,8.0
Australia,2020-11-05,14.0
Australia,2020-11-06,8.0
Australia,2020-11-07,6.0
Australia,2020-11-08,7.0
Australia,2020-11-09,4.0
Australia,2020-11-10,2.0
Australia,2020-11-11,4.0
Australia,2020-11-12,1.0
Australia,2020-11-13,6.0
Australia,2020-11-14,29.0
Australia,2020-11-15,38.0
Australia,2020-11-16,9.0
Australia,2020-11-17,19.0
Australia,2020-11-18,8.0
Australia,2020-11-19,7.0
Australia,2020-11-20,14.0
Australia,2020-11-21,15.0
Australia,2020-11-22,13.0
Australia,2020-11-23,9.0
Australia,2020-11-24,10.0
Australia,2020-11-25,12.0
Australia,2020-11-26,8.0
Australia,2020-11-27,13.0
Australia,2020-11-28,6.0
Australia,2020-11-29,10.0
Australia,2020-11-30,10.0
Australia,2020-12-01,11.0
Australia,2020-12-02,16.0
Australia,2020-12-03,10.0
Australia,2020-12-04,7.0
Australia,2020-12-05,9.0
Australia,2020-12-06,7.0
Australia,2020-12-07,15.0
Australia,2020-12-08,6.0
Australia,2020-12-09,7.0
Australia,2020-12-10,11.0
Australia,2020-12-11,14.0
Australia,2020-12-12,5.0
Australia,2020-12-13,7.0
Australia,2020-12-14,11.0
Australia,2020-12-15,12.0
Australia,2020-12-16,12.0
Australia,2020-12-17,21.0
Australia,2020-12-18,33.0
Australia,2020-12-19,42.0
Australia,2020-12-20,30.0
Australia,2020-12-21,21.0
Australia,2020-12-22,18.0
Australia,2020-12-23,25.0
Australia,2020-12-24,12.0
Australia,2020-12-25,23.0
Australia,2020-12-26,11.0
Australia,2020-12-27,29.0
Australia,2020-12-28,12.0
Australia,2020-12-29,32.0
Australia,2020-12-30,24.0
Australia,2020-12-31,20.0
Australia,2021-01-01,35.0
Australia,2021-01-02,24.0
Australia,2021-01-03,20.0
Australia,2021-01-04,13.0
Australia,2021-01-05,19.0
Australia,2021-01-06,10.0
Australia,2021-01-07,25.0
Australia,2021-01-08,11.0
Australia,2021-01-09,13.0
Australia,2021-01-10,19.0
Australia,2021-01-11,20.0
Australia,2021-01-12,16.0
Australia,2021-01-13,10.0
Australia,2021-01-14,9.0
Australia,2021-01-15,20.0
Australia,2021-01-16,19.0
Australia,2021-01-17,13.0
Australia,2021-01-18,10.0
Australia,2021-01-19,9.0
Australia,2021-01-20,9.0
Australia,2021-01-21,6.0
Australia,2021-01-22,5.0
Australia,2021-01-23,6.0
Australia,2021-01-24,11.0
Australia,2021-01-25,3.0
Australia,2021-01-26,6.0
Australia,2021-01-27,8.0
Australia,2021-01-28,5.0
Australia,2021-01-29,7.0
Australia,2021-01-30,5.0
Australia,2021-01-31,7.0
Australia,2021-02-01,5.0
Australia,2021-02-02,6.0
Australia,2021-02-03,9.0
Australia,2021-02-04,4.0
Australia,2021-02-05,6.0
Australia,2021-02-06,3.0
Australia,2021-02-07,6.0
Australia,2021-02-08,3.0
Australia,2021-02-09,11.0
Australia,2021-02-10,8.0
Australia,2021-02-11,8.0
Australia,2021-02-12,5.0
Australia,2021-02-13,6.0
Australia,2021-02-14,2.0
Australia,2021-02-15,5.0
Australia,2021-02-16,6.0
Australia,2021-02-17,1.0
Australia,2021-02-18,6.0
Australia,2021-02-19,2.0
Australia,2021-02-20,6.0
Australia,2021-02-21,4.0
Australia,2021-02-22,7.0
Australia,2021-02-23,2.0
Australia,2021-02-24,8.0
Australia,2021-02-25,10.0
Australia,2021-02-26,8.0
Australia,2021-02-27,5.0
Australia,2021-02-28,8.0
Australia,2021-03-01,8.0
Australia,2021-03-02,10.0
Australia,2021-03-03,11.0
Australia,2021-03-04,14.0
Australia,2021-03-05,8.0
Australia,2021-03-06,5.0
Australia,2021-03-07,12.0
Australia,2021-03-08,15.0
Australia,2021-03-09,13.0
Australia,2021-03-10,16.0
Australia,2021-03-11,12.0
Australia,2021-03-12,10.0
Australia,2021-03-13,5.0
Australia,2021-03-14,13.0
Australia,2021-03-15,7.0
Australia,2021-03-16,17.0
Australia,2021-03-17,12.0
Australia,2021-03-18,17.0
Australia,2021-03-19,9.0
Australia,2021-03-20,4.0
Australia,2021-03-21,10.0
Australia,2021-03-22,5.0
Australia,2021-03-23,10.0
Australia,2021-03-24,9.0
Australia,2021-03-25,9.0
Australia,2021-03-26,13.0
Australia,2021-03-27,7.0
Australia,2021-03-28,17.0
Australia,2021-03-29,20.0
Australia,2021-03-30,8.0
Australia,2021-03-31,18.0
Australia,2021-04-01,11.0
Australia,2021-04-02,8.0
Australia,2021-04-03,7.0
Australia,2021-04-04,9.0
Australia,2021-04-05,8.0
Australia,2021-04-06,14.0
Australia,2021-04-07,6.0
Australia,2021-04-08,5.0
Australia,2021-04-09,6.0
Australia,2021-04-10,9.0
Australia,2021-04-11,14.0
Australia,2021-04-12,10.0
Australia,2021-04-13,21.0
Australia,2021-04-14,19.0
Australia,2021-04-15,15.0
Australia,2021-04-16,15.0
Australia,2021-04-17,20.0
Australia,2021-04-18,14.0
Australia,2021-04-19,23.0
Australia,2021-04-20,20.0
Australia,2021-04-21,18.0
Australia,2021-04-22,44.0
Australia,2021-04-23,15.0
Australia,2021-04-24,10.0
Australia,2021-04-25,17.0
Australia,2021-04-26,37.0
Australia,2021-04-27,33.0
Australia,2021-04-28,23.0
Australia,2021-04-29,25.0
Australia,2021-04-30,13.0
Australia,2021-05-01,13.0
Australia,2021-05-02,14.0
Australia,2021-05-03,12.0
Australia,2021-05-04,15.0
Australia,2021-05-05,19.0
Australia,2021-05-06,9.0
Australia,2021-05-07,13.0
Australia,2021-05-08,16.0
Australia,2021-05-09,9.0
Australia,2021-05-10,7.0
Australia,2021-05-11,8.0
Australia,2021-05-12,9.0
Australia,2021-05-13,2.0
Australia,2021-05-14,7.0
Australia,2021-05-15,11.0
Australia,2021-05-16,3.0
Australia,2021-05-17,5.0
Australia,2021-05-18,9.0
Australia,2021-05-19,3.0
Australia,2021-05-20,4.0
Australia,2021-05-21,4.0
Australia,2021-05-22,4.0
Australia,2021-05-23,12.0
Australia,2021-05-24,10.0
Australia,2021-05-25,17.0
Australia,2021-05-26,17.0
Australia,2021-05-27,11.0
Australia,2021-05-28,9.0
Australia,2021-05-29,13.0
Australia,2021-05-30,9.0
Australia,2021-05-31,13.0
Australia,2021-06-01,6.0
Australia,2021-06-02,13.0
Australia,2021-06-03,4.0
Australia,2021-06-04,16.0
Australia,2021-06-05,16.0
Australia,2021-06-06,18.0
Australia,2021-06-07,14.0
Australia,2021-06-08,5.0
Australia,2021-06-09,15.0
Australia,2021-06-10,3.0
Australia,2021-06-11,6.0
Australia,2021-06-12,14.0
Australia,2021-06-13,14.0
Australia,2021-06-14,11.0
Australia,2021-06-15,13.0
Australia,2021-06-16,15.0
Australia,2021-06-17,8.0
Australia,2021-06-18,13.0
Australia,2021-06-19,9.0
Australia,2021-06-20,24.0
Australia,2021-06-21,11.0
Australia,2021-06-22,14.0
Australia,2021-06-23,24.0
Australia,2021-06-24,20.0
Australia,2021-06-25,33.0
Australia,2021-06-26,42.0
Australia,2021-06-27,29.0
Australia,2021-06-28,32.0
Australia,2021-06-29,42.0
Australia,2021-06-30,41.0
Australia,2021-07-01,41.0
Australia,2021-07-02,50.0
Australia,2021-07-03,19.0
Australia,2021-07-04,51.0
Australia,2021-07-05,27.0
Australia,2021-07-06,30.0
Australia,2021-07-07,42.0
Australia,2021-07-08,48.0
Australia,2021-07-09,64.0
Australia,2021-07-10,85.0
Australia,2021-07-11,121.0
Australia,2021-07-12,102.0
Australia,2021-07-13,106.0
Australia,2021-07-14,84.0
Australia,2021-07-15,113.0
Australia,2021-07-16,145.0
Australia,2021-07-17,128.0
Australia,2021-07-18,117.0
Australia,2021-07-19,104.0
Australia,2021-07-20,146.0
Australia,2021-07-21,160.0
Australia,2021-07-22,156.0
Australia,2021-07-23,171.0
Australia,2021-07-24,165.0
Australia,2021-07-25,164.0
Australia,2021-07-26,184.0
Australia,2021-07-27,207.0
Australia,2021-07-28,253.0
Australia,2021-07-29,183.0
Australia,2021-07-30,221.0
Australia,2021-07-31,253.0
Australia,2021-08-01,229.0
Australia,2021-08-02,224.0
Australia,2021-08-03,253.0
Australia,2021-08-04,302.0
Australia,2021-08-05,307.0
Australia,2021-08-06,353.0
Australia,2021-08-07,277.0
Australia,2021-08-08,302.0
Australia,2021-08-09,380.0
Australia,2021-08-10,367.0
Australia,2021-08-11,372.0
Australia,2021-08-12,416.0
Australia,2021-08-13,493.0
Australia,2021-08-14,439.0
Australia,2021-08-15,518.0
Australia,2021-08-16,482.0
Australia,2021-08-17,677.0
Australia,2021-08-18,747.0
Australia,2021-08-19,707.0
Australia,2021-08-20,891.0
Australia,2021-08-21,907.0
Australia,2021-08-22,894.0
Australia,2021-08-23,834.0
Australia,2021-08-24,971.0
Australia,2021-08-25,1115.0
Australia,2021-08-26,976.0
Australia,2021-08-27,1119.0
Australia,2021-08-28,1321.0
Australia,2021-08-29,1355.0
Australia,2021-08-30,1257.0
Australia,2021-08-31,1225.0
Australia,2021-09-01,1467.0
Australia,2021-09-02,1648.0
Australia,2021-09-03,1741.0
Australia,2021-09-04,1670.0
Australia,2021-09-05,1536.0
Australia,2021-09-06,1466.0
Australia,2021-09-07,1696.0
Australia,2021-09-08,1725.0
Australia,2021-09-09,1870.0
Australia,2021-09-10,2075.0
Australia,2021-09-11,1616.0
Australia,2021-09-12,1720.0
Australia,2021-09-13,1578.0
Australia,2021-09-14,1643.0
Australia,2021-09-15,1856.0
Australia,2021-09-16,1800.0
Australia,2021-09-17,1856.0
Australia,2021-09-18,1572.0
Australia,2021-09-19,1500.0
Australia,2021-09-20,1582.0
Australia,2021-09-21,1659.0
Australia,2021-09-22,1809.0
Australia,2021-09-23,1764.0
Australia,2021-09-24,1865.0
Australia,2021-09-25,1752.0
Australia,2021-09-26,1472.0
Australia,2021-09-27,1880.0
Australia,2021-09-28,1812.0
Australia,2021-09-29,2400.0
Australia,2021-09-30,2058.0
Australia,2021-10-01,2335.0
Australia,2021-10-02,1872.0
Australia,2021-10-03,2023.0
Australia,2021-10-04,2389.0
Australia,2021-10-05,2026.0
Australia,2021-10-06,2216.0
Australia,2021-10-07,2524.0
Australia,2021-10-08,2515.0
Australia,2021-10-09,2390.0
Australia,2021-10-10,2096.0
Australia,2021-10-11,1848.0
Australia,2021-10-12,2029.0
Australia,2021-10-13,2744.0
Australia,2021-10-14,2532.0
Australia,2021-10-15,2311.0
Australia,2021-10-16,2173.0
Australia,2021-10-17,2059.0
Australia,2021-10-18,2038.0
Australia,2021-10-19,2097.0
Australia,2021-10-20,2544.0
Australia,2021-10-21,2547.0
Australia,2021-10-22,1883.0
Australia,2021-10-23,2174.0
Australia,2021-10-24,1684.0
Australia,2021-10-25,1786.0
Australia,2021-10-26,1850.0
Australia,2021-10-27,2038.0
Australia,2021-10-28,1886.0
Australia,2021-10-29,1589.0
Australia,2021-10-30,1185.0
Australia,2021-10-31,1466.0
Australia,2021-11-01,1135.0
Australia,2021-11-02,1111.0
Australia,2021-11-03,1537.0
Australia,2021-11-04,1580.0
Australia,2021-11-05,1534.0
Australia,2021-11-06,1387.0
Australia,2021-11-07,1264.0
Australia,2021-11-08,1292.0
Australia,2021-11-09,1201.0
Australia,2021-11-10,1556.0
Australia,2021-11-11,1414.0
Australia,2021-11-12,1452.0
Australia,2021-11-13,1115.0
Australia,2021-11-14,995.0
Australia,2021-11-15,1014.0
Australia,2021-11-16,1228.0
Australia,2021-11-17,1267.0
Australia,2021-11-18,1505.0
Australia,2021-11-19,1360.0
Australia,2021-11-20,1465.0
Australia,2021-11-21,1207.0
Australia,2021-11-22,1002.0
Australia,2021-11-23,1464.0
Australia,2021-11-24,1527.0
Australia,2021-11-25,1627.0
Australia,2021-11-26,1480.0
Australia,2021-11-27,1235.0
Australia,2021-11-28,1155.0
Australia,2021-11-29,1099.0
Australia,2021-11-30,1417.0
Australia,2021-12-01,1702.0
Australia,2021-12-02,1522.0
Australia,2021-12-03,1708.0
Australia,2021-12-04,1249.0
Australia,2021-12-05,1285.0
Australia,2021-12-06,1434.0
Australia,2021-12-07,1705.0
Australia,2021-12-08,1654.0
Australia,2021-12-09,1711.0
Australia,2021-12-10,1757.0
Australia,2021-12-11,1543.0
Australia,2021-12-12,1843.0
Australia,2021-12-13,1970.0
Australia,2021-12-14,2809.0
Australia,2021-12-15,3423.0
Australia,2021-12-16,3802.0
Australia,2021-12-17,4017.0
Australia,2021-12-18,3862.0
Australia,2021-12-19,4031.0
Australia,2021-12-20,4492.0
Australia,2021-12-21,5531.0
Australia,2021-12-22,8357.0
Australia,2021-12-23,8218.0
Australia,2021-12-24,9855.0
Australia,2021-12-25,9459.0
Australia,2021-12-26,9884.0
Australia,2021-12-27,11797.0
Australia,2021-12-28,17678.0
Australia,2021-12-29,21369.0
Australia,2021-12-30,33811.0
Australia,2021-12-31,30363.0
Australia,2022-01-01,37459.0
Australia,2022-01-02,29608.0
Australia,2022-01-03,44745.0
Australia,2022-01-04,71495.0
Australia,2022-01-05,75426.0
Australia,2022-01-06,78229.0
Australia,2022-01-07,98092.0
Australia,2022-01-08,111907.0
Australia,2022-01-09,72834.0
Australia,2022-01-10,93806.0
Australia,2022-01-11,84408.0
Australia,2022-01-12,175271.0
Australia,2022-01-13,128185.0
Australia,2022-01-14,86288.0
Australia,2022-01-15,112867.0
Australia,2022-01-16,59891.0
Australia,2022-01-17,84355.0
Australia,2022-01-18,84615.0
Australia,2022-01-19,67604.0
Australia,2022-01-20,63941.0
Australia,2022-01-21,43166.0
Australia,2022-01-22,67182.0
Australia,2022-01-23,32234.0
Australia,2022-01-24,58022.0
Australia,2022-01-25,52920.0
Australia,2022-01-26,51016.0
Australia,2022-01-27,66223.0
Australia,2022-01-28,65980.0
Australia,2022-01-29,47258.0
Australia,2022-01-30,36719.0
Australia,2022-01-31,
Australia,2022-02-01,40146.0
Australia,2022-02-02,24228.0
Australia,2022-02-03,32179.0
Australia,2022-02-04,27336.0
Australia,2022-02-05,22985.0
Australia,2022-02-06,25247.0
Australia,2022-02-07,27373.0
Australia,2022-02-08,31510.0
Australia,2022-02-09,11483.0
Australia,2022-02-10,31250.0
Australia,2022-02-11,22564.0
Australia,2022-02-12,25607.0
Australia,2022-02-13,12289.0
Australia,2022-02-14,30913.0
Australia,2022-02-15,24394.0
Australia,2022-02-16,
Australia,2022-02-17,22729.0
Australia,2022-02-18,23217.0
Australia,2022-02-19,17376.0
Australia,2022-02-20,18219.0
Australia,2022-02-21,25163.0
Australia,2022-02-22,25229.0
Australia,2022-02-23,24852.0
Australia,2022-02-24,26670.0
Australia,2022-02-25,19803.0
Australia,2022-02-26,17543.0
Australia,2022-02-27,21482.0
Australia,2022-02-28,25418.0
Australia,2022-03-01,21755.0
Australia,2022-03-02,40012.0
Australia,2022-03-03,25159.0
Australia,2022-03-04,22716.0
Australia,2022-03-05,17376.0
Australia,2022-03-06,22182.0
Australia,2022-03-07,44962.0
Australia,2022-03-08,30691.0
Australia,2022-03-09,36335.0
Australia,2022-03-10,31689.0
Australia,2022-03-11,35077.0
Australia,2022-03-12,33495.0
Australia,2022-03-13,26440.0
Australia,2022-03-14,28803.0
Australia,2022-03-15,54309.0
Australia,2022-03-16,57148.0
Australia,2022-03-17,49166.0
Australia,2022-03-18,46952.0
Australia,2022-03-19,40854.0
Australia,2022-03-20,43230.0
Australia,2022-03-21,53063.0
Australia,2022-03-22,57556.0
Australia,2022-03-23,59704.0
Australia,2022-03-24,66782.0
Australia,2022-03-25,47988.0
Australia,2022-03-26,46749.0
Australia,2022-03-27,50971.0
Australia,2022-03-28,55738.0
Australia,2022-03-29,65523.0
Australia,2022-03-30,60239.0
Australia,2022-03-31,65385.0
Australia,2022-04-01,55097.0
Australia,2022-04-02,48097.0
Australia,2022-04-03,40610.0
Australia,2022-04-04,55544.0
Australia,2022-04-05,75797.0
Australia,2022-04-06,62608.0
Australia,2022-04-07,60481.0
Australia,2022-04-08,49317.0
Australia,2022-04-09,39025.0
Australia,2022-04-10,48724.0
Australia,2022-04-11,46267.0
Australia,2022-04-12,53017.0
Australia,2022-04-13,54709.0
Australia,2022-04-14,46499.0
Australia,2022-04-15,
Canada,2020-01-23,2.0
Canada,2020-01-24,1.0
Canada,2020-01-25,0.0
Canada,2020-01-26,0.0
Canada,2020-01-27,0.0
Canada,2020-01-28,1.0
Canada,2020-01-29,0.0
Canada,2020-01-30,0.0
Canada,2020-01-31,0.0
Canada,2020-02-01,0.0
Canada,2020-02-02,0.0
Canada,2020-02-03,0.0
Canada,2020-02-04,1.0
Canada,2020-02-05,1.0
Canada,2020-02-06,0.0
Canada,2020-02-07,2.0
Canada,2020-02-08,0.0
Canada,2020-02-09,0.0
Canada,2020-02-10,1.0
Canada,2020-02-11,0.0
Canada,2020-02-12,0.0
Canada,2020-02-13,0.0
Canada,2020-02-14,0.0
Canada,2020-02-15,0.0
Canada,2020-02-16,0.0
Canada,2020-02-17,1.0
Canada,2020-02-18,0.0
Canada,2020-02-19,0.0
Canada,2020-02-20,1.0
Canada,2020-02-21,2.0
Canada,2020-02-22,1.0
Canada,2020-02-23,1.0
Canada,2020-02-24,1.0
Canada,2020-02-25,3.0
Canada,2020-02-26,1.0
Canada,2020-02-27,2.0
Canada,2020-02-28,6.0
Canada,2020-02-29,5.0
Canada,2020-03-01,5.0
Canada,2020-03-02,7.0
Canada,2020-03-03,6.0
Canada,2020-03-04,8.0
Canada,2020-03-05,12.0
Canada,2020-03-06,19.0
Canada,2020-03-07,8.0
Canada,2020-03-08,22.0
Canada,2020-03-09,24.0
Canada,2020-03-10,21.0
Canada,2020-03-11,63.0
Canada,2020-03-12,61.0
Canada,2020-03-13,97.0
Canada,2020-03-14,67.0
Canada,2020-03-15,96.0
Canada,2020-03-16,151.0
Canada,2020-03-17,154.0
Canada,2020-03-18,243.0
Canada,2020-03-19,252.0
Canada,2020-03-20,343.0
Canada,2020-03-21,503.0
Canada,2020-03-22,456.0
Canada,2020-03-23,646.0
Canada,2020-03-24,699.0
Canada,2020-03-25,573.0
Canada,2020-03-26,942.0
Canada,2020-03-27,869.0
Canada,2020-03-28,930.0
Canada,2020-03-29,936.0
Canada,2020-03-30,1232.0
Canada,2020-03-31,1233.0
Canada,2020-04-01,1312.0
Canada,2020-04-02,1719.0
Canada,2020-04-03,1330.0
Canada,2020-04-04,1338.0
Canada,2020-04-05,1189.0
Canada,2020-04-06,1501.0
Canada,2020-04-07,1388.0
Canada,2020-04-08,1236.0
Canada,2020-04-09,1380.0
Canada,2020-04-10,1144.0
Canada,2020-04-11,1376.0
Canada,2020-04-12,1342.0
Canada,2020-04-13,1797.0
Canada,2020-04-14,1689.0
Canada,2020-04-15,1747.0
Canada,2020-04-16,1766.0
Canada,2020-04-17,2126.0
Canada,2020-04-18,1526.0
Canada,2020-04-19,1700.0
Canada,2020-04-20,1712.0
Canada,2020-04-21,1590.0
Canada,2020-04-22,1846.0
Canada,2020-04-23,1809.0
Canada,2020-04-24,1640.0
Canada,2020-04-25,1582.0
Canada,2020-04-26,1211.0
Canada,2020-04-27,1656.0
Canada,2020-04-28,1523.0
Canada,2020-04-29,1689.0
Canada,2020-04-30,1639.0
Canada,2020-05-01,1811.0
Canada,2020-05-02,1356.0
Canada,2020-05-03,1259.0
Canada,2020-05-04,1376.0
Canada,2020-05-05,1395.0
